id,text
982272444407820288,"@cbcmarketplace Microplastics also in tap water. https://t.co/yKuAtboJysThis is more than a bottled water issue.‚Ä¶ https://t.co/PDDTPcosn5"
982272210822807552,@ColinCorneau @PegCityLouLou If ppl aren't drinking bottled water they're buying Coke or Gatorade. They've already chosen to avoid the tap
982272165780140032,Nigga tap water better than Dasani
982272107743596545,Wait... I thought Scotch and Snickers were the real superfoods? https://t.co/k9Qh1nJA56
982272091926900737,Ì†ΩÌ∫ø #BeingGreenMeans‚Ä¶saving water.  Fix any leaks or drips. Turn off the tap while brushing your teeth. And try showe‚Ä¶ https://t.co/zLk0CpjvgJ
982272010016342018,#CoolChallenge: Use a reusable water bottle filled with tap water instead of drinking bottled water today. Show us‚Ä¶ https://t.co/T2EJAtRl0z
982271992052121600,‚ÄúAquaTru Water is the water purity system you could taste and also count on.‚Äù https://t.co/kYwXZr8Lx8 https://t.co/GEpupNiKlN
982271770823569409,RT @NegusNirel: 5.) Going to Flint &amp; drinking their tap water &amp; thinking you gone be okay
982271723243323393,"After a supply disruption, let your cold kitchen tap run slowly until the water is clear, as it may be cloudy or discoloured. #IrishWater"
982271390316244992,"RT @JATetro: Don't forget the same report found microplastics in tap water as well...https://t.co/uv4yFeI3DwWe need plastic degradation‚Ä¶"
982271333613486081,5.) Going to Flint &amp; drinking their tap water &amp; thinking you gone be okay
982271270342483969,@thehifiindy why were you charging $3 for tap water last night? Isn't that illegal? #why #WorldWaterDay #FridayFeeling
982271202486988803,"RT @nicolerustad: I've always thought drinking bottled #water was ridiculous, save money, be healthy &amp; try some good, old-fashioned tap wat‚Ä¶"
982271029656436736,"Why we must fight for #CleanWater for all. 
https://t.co/ZmySx2MWow - Tap water: The real superfood"
982270998769627138,@CBCAlerts Did they test local tap water?
982270954045714432,@jmac25 I wouldn't have stayed 5 minutes after I met the guy. When he asks him if he wants bottled or tap water and‚Ä¶ https://t.co/v6wFygXfCp
982270696590950400,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/WzcVY1Hhhi
982270657160359938,Tap water hasn't been running for days and God gave us rains for relief as soon as the rains stopped tap water came‚Ä¶ https://t.co/SML61UIDtM
982270599660634112,@theharryshearer @dowt23 Nice. Thanks. Lukewarm water. Absolute genius. Me &amp; @dowt23 saw the mighty Tap at the Albe‚Ä¶ https://t.co/Jt56i8QPe7
982270480093622273,"I've always thought drinking bottled #water was ridiculous, save money, be healthy &amp; try some good, old-fashioned t‚Ä¶ https://t.co/pAoXJm5Mn0"
982270396706635778,@davidcommon Here's the tap water study from the same group (Orb media) who talked about microplastics in bottled w‚Ä¶ https://t.co/IyMpz82yUd
982270202896240641,Summer is when you can boil an egg with just the tap water.
982269855704350727,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/zyQOWo2TG0
982269831155036160,"RT @JATetro: Perhaps more troubling...When you drink tap water, you're being exposed to tiny plastic particles.Same study:https://t.co‚Ä¶"
982269821776637958,RT @EcoInternet3: A few more words on Alzheimer's prevention: Tap #water? Caviar? Twinkies?: LA Times https://t.co/IPNnzHE0AV
982269719783731204,surprise bottled water isn't safer than tap water because it's less regulated https://t.co/eVRHVWCfNu
982269584056045568,"@_kaitlin_s RIGHT?
Home is where the tap water tastes normal! Ì†ΩÌ∏ã"
982269331416367105,"RT @RisingSign: Save #Energy - #SaveMoney
Tankless 3000W Temperature Display Instant Hot Water - #ClimateAction - 5 Trees Planted!
https://‚Ä¶"
982269318464389122,A few more words on Alzheimer's prevention: Tap #water? Caviar? Twinkies?: LA Times https://t.co/IPNnzHE0AV
982269083738492928,@Sostraveluk @ginavgroom @sl2016_sl @HHLifestyleTrav @travel_bellies @tripgourmets @DestAddict @TouringTastebud‚Ä¶ https://t.co/rAAVuzEAwN
982268536985870339,RT @PostGradGF: We use reusable grocery bags and try to use Tupperware instead of plastic baggies. We've also never bought water bottles fr‚Ä¶
982268431830368256,@jamesEd_me Think the study talking about microplastics in tap water (from the same group) is a little more troubli‚Ä¶ https://t.co/5YpbYzIfgm
982268097074614272,Water tastes better out of the bathroom tap though amirite
982267995115274240,"@BBCGQT I live in a tower block, but I do have three pot plants. My question is, is there any merit in watering pot‚Ä¶ https://t.co/ytDES4pDt3"
982267990505734146,"@ODEONCinemas 
¬£1.75 for a 500 ml bottle of water! Obscene! They can keep it. Ask for tap water instead! https://t.co/WywNtu5dLD"
982267926119006208,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/LZwfTpSqGi
982267907185917952,We use reusable grocery bags and try to use Tupperware instead of plastic baggies. We've also never bought water bo‚Ä¶ https://t.co/A3y0cWReUo
982267797450342400,"RT @sara8smiles: @garnicle Yes, I would say: That's disgusting. 
This is a plan to treat sewage and then put it right in the tap water supp‚Ä¶"
982267700213764098,If you've ever tasted FL tap water you'd think they already do https://t.co/j0skUtjtHj
982267654655258627,"@donnamatrix When I make madder extracts, nothing but tap water. I don't like particulates in my dye bath so I filt‚Ä¶ https://t.co/ca7GdH72Dj"
982267603639877633,every day at 7am puss puss cries outside my door because she wants me to turn the tap water on for her even tho she‚Ä¶ https://t.co/4nkJICOxbP
982267514594865152,i've been drinking life water so much that now i realize voss water is just tap water. ¸æôÜîº¸æåÜÑº¸æôñàº¸æôÜîº¸æçÜàº¸æå¶Ñº
982266981712773123,"Things I Trust More Than 
#JohnBrennan :

Ì†ΩÌ≤© Hillary's Depends
‚ôÇÔ∏è Michelle O's Estrogen
Ì†ºÌº¥ Epstein's Island
Ì†ΩÌªãÔ∏è Weinst‚Ä¶ https://t.co/rkwdObuuhk"
982266719463854080,"Don't forget the same report found microplastics in tap water as well...https://t.co/uv4yFeI3DwWe need plastic‚Ä¶ https://t.co/pLfmcDav1R"
982266705035448323,"@garnicle Yes, I would say: That's disgusting. 
This is a plan to treat sewage and then put it right in the tap wat‚Ä¶ https://t.co/SAPa4OKvQw"
982266345449373704,"Perhaps more troubling...When you drink tap water, you're being exposed to tiny plastic particles.Same study:‚Ä¶ https://t.co/szPz2gBqM7"
982265472799227905,i will die of dehydration before i drink tap water
982265085501456385,Appreciating the little things like being able to brush my teeth using tap water hahahaÌ†ΩÌ∏©Ì†ΩÌ∏©Ì†ΩÌ∏≠
982265061153488897,@LBC I don't actually think I've drunk Coca Cola since the Lido cafe when I was about 14 and it came in glass bottl‚Ä¶ https://t.co/rOjLJ4kCSk
982264991309950981,"Today I decided to use a toothpick after drinking tap water, just to confuse my enemies Ì†ΩÌ∏ã"
982264930224062465,@AllezRouge5 @Nilstar1 @DanNixon92 @leazeslad If she wanted a glass of tap water I doubt she'd need to meet you in order to obtain it
982264753094475781,"@joebolton @LBC @beverleyturner Ummm, I was referring to the full diet not just a ‚Äúhey drink tap water and be happy‚Ä¶ https://t.co/hwPwJVePfd"
982264605563998208,"Interesting read on the prevention of #Alzheimers 
https://t.co/ZO8XQsJPyK"
982264436516765696,"RT @SoVeryBritish: Having to negotiate between a cold tap and a separate one that's pouring boiling water 

#VeryBritishOffences"
982264107360370688,"By the end of July, @Arizona's overnight lows are in the 90s and so is tap water ¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æå¶àº¸æç¶Ñº 

AZ can't accommodate a thousan‚Ä¶ https://t.co/NDM53KNXle"
982264048870813700,@_natbrownn @XantheYoung No u tap the spoon to get rid of any excess water. If u put the sugar in whilst the tea ba‚Ä¶ https://t.co/RipK8XnB65
982263963776778241,RT @adrianaserret: Payday aka I can go back to drinking Fiji water every morning instead of tap water #badandboujee
982263734465802242,"Pruitt spent YOUR tap water safety money on gigantic pay raises to two  aides. Analysis | On one hand, Pruitt is a‚Ä¶ https://t.co/QPXyHT50cP"
982263481792475136,"RT @hawelti: Network of water tanks built on Asmara's high ground sites, especially in densely populated boroughs,for greater access to pot‚Ä¶"
982263156398411777,"DATE FRUIT WITH LICORICE licorice helps drink lots water what water good be STRUCTURED WATER, when not drink enough‚Ä¶ https://t.co/kXw6aUs8sQ"
982262976970305537,"as if my mum just gave me a blocking for giving the dog tap water apparently 'she only likes filtered or bottled',‚Ä¶ https://t.co/nEZV1tTAIM"
982262871819038721,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/KnybA7CLzj https://t.co/KnybA7CLzj
982262853708083211,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/KnybA7CLzj
982262691292069888,I just poured 0.939 pints of Water from Tap 1 (73.3% remaining) at a cold 67.2116¬∞
982262606000881664,@RightWingAngel Maybe Mexico should clean up its water supply. The people drink soft drinks because they'll become‚Ä¶ https://t.co/7LzCG8r6KV
982262352794955776,Fun With Dee: Find Out the Truth About Tap Water https://t.co/6IE3x9FgjS
982262254035861511,RT @Kiamahh: Imagine visiting Nyeri &amp; turning down the chance to drink water directly from the tap...can never be me.
982261956991070210,If i die randomly today its because i used tap water in my coffee
982261884299575296,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? - LA Times #health  https://t.co/H9zRPjwwUP
982261738262245378,"If you want to be successful at this 10 day Master Cleanse (or ANYTHING for that matter), You REALLY should prepare‚Ä¶ https://t.co/zXjPofr9Uk"
982261638525927431,"I've gotten colder over the years.
Literally.
I used to be able to melt ice loose from my cube tray with the heat o‚Ä¶ https://t.co/fknqzX9Fcz"
982261495139479553,RT @ChrisClaytonDTN: Pruitt has time to undercut the RFS but he is slow-walking updates to Safe Drinking Water Act's to limit on lead parti‚Ä¶
982261017055977472,"Right now couldn't find the reason of my redness , usually will appear after a contact with tap water &amp; air conditioner surrounding"
982260611819057153,"@kat2d0pe MEEE lmao sometimes we run out of water jugs for the cooler at work and some ppl are just like ""WOW it's‚Ä¶ https://t.co/ShC0Jv9MPB"
982260580080697346,nice feeling when you pay all your bills the morning you get paid and then having no money left for the next two we‚Ä¶ https://t.co/VX6CyJ7pX2
982260384299081728,RT @manoj_naandi: All those of us who have water on demand in a tap should read this story from Morocco. India is soon getting there if we‚Ä¶
982260369233100800,@davidcommon Did the report not also say they were found in tap water?
982260310647062528,@James_Enslaved @IMShawnAndrews @LeeWilschevic You'll have to start going to T*sco and buying their spring tap water stuff.
982259831661674499,Do bottled water and tap water taste the same???
982259440039616513,"RT @EUFIC: #Water is finite. Global demand is increasing. So, don't waste it.
‚û°Ô∏èTurn off the tap while you're brushing your teeth, doing di‚Ä¶"
982259403154833408,@Awishamazing I would like to thank the tap water sa handwashing area dapit sa values nook for making my hair look less bati Ì†ΩÌ∏Ñ HAHAHAHA
982259381449273345,"All right. If we put it near the water tap, it'll be easy to wash the vegetables."
982259215438790656,"@lifehacker Also breaking, no need to worry about flouride in your tap water, mercury in your flu shots, or preprocessed gmo food."
982259198992965632,@RailMinIndia @PiyushGoyal Doing journey disabled coml of 12177 Chambal exp. No water tap is fitted in bathroom of‚Ä¶ https://t.co/xQCnOgWj0s
982259119032754177,Don't drink the tap water anymore https://t.co/YP8lDawNr7
982259097981497346,"when i go to brunch, i drink my tap water with my pinky up Ì†ΩÌ∏å https://t.co/JLXy6wKGd7"
982258988489175040,"RT @BGMU: Staying indoors to watch The Masters all weekend?  Keep warm with blankets, and don't forget to stay hydrated with water from the‚Ä¶"
982258537689636870,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/X9miVGYjTf =rut roh!
982258307183226885,"RT @Westbeer: Today, we are sent 500L of fresh St Mungo lager to @BrewhemiaEdin to fill our shiny tank. Tonight, we'll be on-hand with some‚Ä¶"
982258027674845184,"26 do i
27 -0o[p'w;ko[e'ol
28 im an idiot obviously
29 its great
30 celloooooooooo
31 easy enouhg
32 everything
33‚Ä¶ https://t.co/EWErUib8aE"
982257241855160320,Is drinking bottled water cleaner than your average tap? Find out in our #AgilentBlog post https://t.co/86mmvhS3gs
982257030512562177,All those of us who have water on demand in a tap should read this story from Morocco. India is soon getting there‚Ä¶ https://t.co/kRIdxPJgWF
982255930392821760,"Staying indoors to watch The Masters all weekend?  Keep warm with blankets, and don't forget to stay hydrated with‚Ä¶ https://t.co/kW6QxPU7mH"
982255917109424128,"RT @Holy_Mowgli: humans, like tap water, are made up of 70% water"
982255520164691972,Happy @Indians #HomeOpener! Follow Gio's lead and stay hydrated! (Although we recommend a reusable bottle filled wi‚Ä¶ https://t.co/XkbEhobgbJ
982255401403015168,And this is why I primarily drink tap water. https://t.co/s8PLFKhylP
982255355156557824,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/2uCbFJHtSR
982255230547972101,I would be in school dehydrated asf if I didn't have this Brita pitcher ... I refuse to drink straight tap water ¸æôÜîº¸æåÜÑº¸æôñàº¸æôÜîº¸æçÜàº¸æå¶Ñº
982255206086860801,@newscientist No the only good for you liquid is water. Not pure water but mineralized water the one you get out of‚Ä¶ https://t.co/nUq0vYLSbv
982255185631166465,"@wfaa Good thing she doesn't live in North Texas. My parents have been drinking this water for over 90 years - yep,‚Ä¶ https://t.co/dIGqkOsUIq"
982255108254650368,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/sAC7L77eaz
982254910589681666,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/7evlUIikRg https://t.co/sAC7L77eaz
982254773805051905,@KSC_Ltd The healthy option to sugary drinks is virtually free and comes out of the tap. I know kids find water bor‚Ä¶ https://t.co/UhdCG6Nkgx
982254718708678662,Hey old mates @TopPaddock my mate @sjbondy wants me to troll you about not having enough bubbles in your soda water‚Ä¶ https://t.co/orCvJ1wu5f
982254632956084226,"RT @cityofmarkham: #Markham's drinking water operators work around the clock ensuring you always have safe, clean water at the turn of a ta‚Ä¶"
982254158802649090,@JewishPup if u drink tap water in my country u die
982253611211145216,New york city tap water is the best tasting water in the world please fight me on it
982253425558564875,RT @melissa_schober: 1. What the heck is going on in the Maryland Senate with SB1265? The bill requires security features in school buildin‚Ä¶
982253420647088130,Patients in our #NHS clinic are being given bottled water because they have complained they don't like the jugs of‚Ä¶ https://t.co/vMS56r47L4
982253267382972418,"A tap stand in our community is more than just a water source. It is a place for community members to meet, chat, r‚Ä¶ https://t.co/UP9UJb7vtQ"
982252871763685377,"Drinks tap water after a hangover: feels worse

Drinks purified water: instantly feels better"
982252596122431495,"Ban bottled water! It is serving no one, and is causing one of the biggest environmental catastrophes this planet h‚Ä¶ https://t.co/00ygbAbwts"
982252443852406788,RT @my_kokua: RT @greenwestcoast: A tap that drips just once per second wastes 100 000 liters of water annually #SaveWater #WaterCrisis #Gr‚Ä¶
982251831853117445,These cities have incredible clean tap water which the bottling companies use and make worse...just drink out of th‚Ä¶ https://t.co/QfcIChaYsr
982251779113893891,"@StuartMcLelland No, just salt and tap water!"
982251415010656256,@xLazyBoyy i luve getting sun burnt and smelling like shit while my ass is broke and cant afford fucking water so i‚Ä¶ https://t.co/EDnkLQ8W6A
982250896720445441,"22. 
South Dakota - for reasons
Back to London
BACK TO MYKONOS
And probably Egypt again, bcs I got sick last time w‚Ä¶ https://t.co/JPzb65DEds"
982250749026492416,Imagine visiting Nyeri &amp; turning down the chance to drink water directly from the tap...can never be me.
982250601315680256,"What's in our tap water?
Microplastics found in some Canadian bottled water
https://t.co/tVx1KSo8lb"
982250208087060480,4/6/2018: CALIFORNIA: Tap water: The real superfood https://t.co/sBkimRUFh3
982250174645813248,"@khalidVGC Yeah, haven't had any issues since I got my stones blasted and stayed on this water.  My tap water at ho‚Ä¶ https://t.co/73FiBAshsU"
982249780142194689,"@Ska2Dancehall Lmaooo and yeen changing ya gloves? Is it tap water? This is why i like jetblue, its bottled water"
982249603897573376,"@wfaa I'm a resident of NT, and I agree. I buy massively filtered water from a local water boutique, ($4.50 per 10‚Ä¶ https://t.co/KOAd48hoWp"
982249418970710016,im drinking tap water this is a new low
982249053911007232,"I'm not bothered, I'm one of those charcoal stick in tap water people, plus I'm fat so no sugary drinks anyway, but‚Ä¶ https://t.co/GjhAziAwUy"
982248880711516164,"RT @EpicLoveBiscuit: @CBCAlerts Bottled water isn't regulated in the same way that tap water is. By and large, tap water is much safer to d‚Ä¶"
982248647441006593,Payday aka I can go back to drinking Fiji water every morning instead of tap water #badandboujee
982248112134606849,@LadyVoldemort16 @J_Dot_J Redirect - the reason you're drinking warm bottled water instead of tap water in a ziploc‚Ä¶ https://t.co/Ga7qOeNro8
982247495492288513,170 million Americans may have toxic levels of radium in their tap water.. A dangerous radioactive elementcould bel‚Ä¶ https://t.co/K4cm0V69l1
982247374629175296,"After a semi-long fast (48hrs+) you can clearly taste the difference between tap and mineral water.

Tap water has‚Ä¶ https://t.co/qj8I3j8110"
982247325400580096,@JenjerRicci Some of this Music taste like tap water too me cuzzzzo
982247296573173761,"@joeneville_ @LIFX Lol You don't live much further south than I do. In the winter, it's possible to not see the sun‚Ä¶ https://t.co/9DvOjY05pY"
982246974471548928,Celebrating #thegreatgulp and learning about tap water vs bottled water @TonyPontesPS @PDSB_eco @CountrysidePDSB https://t.co/YO6Empcbxw
982246873015595009,"""State minister for water Ronald Kibuule was on Thursday enraged when he opened a tap at a water system he was comm‚Ä¶ https://t.co/wo4VnQz88Q"
982246517082763264,"Our tap water is good and bottled water has chemicals in it- that's why we drink tap water"" @TonyPontesPS @PDSB_eco‚Ä¶ https://t.co/GABDG7upTP"
982246028781891584,Pruitt has time to undercut the RFS but he is slow-walking updates to Safe Drinking Water Act's to limit on lead pa‚Ä¶ https://t.co/DxcJ2dUkYh
982245984498417664,"RT @H_McCaffrey: For y'all fat fucks who love McDonald's like me, when you go in, ask for a medium tap water and get the tickets to try win‚Ä¶"
982245800049717248,"@Machaizelli @VidCon Uhh yes please, i hear our tap water is divine that time of year."
982245289258991619,"To protect public health, we must reduce lead exposure at the drinking water tap. https://t.co/1Ftfi0aEE6 https://t.co/HwTZRFDmpk"
982245121608433665,"#sugartax The alternative to sugary drinks does not have to be the 'sugar free' versions, which are just as bad. Ju‚Ä¶ https://t.co/hDxHaoIyJg"
982244999592009729,"""Drinking tap water doesn't waste plastic"" @TonyPontesPS @PDSB_eco @CountrysidePDSB #thegreatgulp https://t.co/WgyqlBwVoH"
982244883954987010,RT @ValaAfshar: 94% of US tap water was contaminated with plastic fibers (most in the world)Ì†ΩÌ∫∞ https://t.co/z2qrZmH1ET
982244258865229830,@LadyLoveLDN @hmtreasury And going to start doing my own shakes and drinks but do need a cold fizzy drinks k to was‚Ä¶ https://t.co/5AN6DVj6Dn
982244126262411264,@maripresleyrp Reading your message I quickly brush my teeth and check myself in the mirror. I grab a towel and put‚Ä¶ https://t.co/KTL6WlaYwb
982243853687115776,We drink tap water everyday @TonyPontesPS @CountrysidePDSB @PDSB_eco #thegreatgulp https://t.co/KLyYDf5aJ3
982243660849823744,@ramirez08srt @wfaa If you went on local community groups on FB you would know that residents testing their own wat‚Ä¶ https://t.co/IHb0oChykD
982243590628753408,RT @roadmancode: Coconut water tastes like tap water with spit in it.
982243545409978370,These bottles are destroying our environment and should only be used in case of an emergency #environment Our tap w‚Ä¶ https://t.co/gzEEjr13Xy
982243532348915714,"Today, we are sent 500L of fresh St Mungo lager to @BrewhemiaEdin to fill our shiny tank. Tonight, we'll be on-hand‚Ä¶ https://t.co/mLo9yLzihy"
982243364522229760,"@SwindonCouncil this tap at Whitworth Road Cemetery is leaking water from a compression fitting, &amp; the push knob is‚Ä¶ https://t.co/DT114pBXbv"
982243041841790976,All tap water comes from sewage  https://t.co/y02tPwWIou
982242850812264449,Customer feedback is overwhelmingly positive for Quooker taps. https://t.co/W54Aspk6pc https://t.co/4yWd00RNfp
982242652975382529,RT @yohocaptainLD: It's disgusting how much I love drinking lukewarm tap water
982242471387131910,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/BrEblXNCDc
982242215194869760,"@harleythor62 She has this nice water bowl that has a tank that we keep full, but she likes to drink from a dripping tap."
982241151968165888,@acuvatech We recently learned that there are lots of microplastics in the bottled water we drink.... Makes switchi‚Ä¶ https://t.co/9k2dxdFhak
982240806319734787,"A few more words on #Alzheimer's prevention: Tap water? Caviar? Twinkies?
https://t.co/TelZQK8TA5"
982240350923251721,RT @newwales: Removing some Sugar means adding HIDDEN #sweetners with no change in labels causing problems for hundreds of thousands who ca‚Ä¶
982239600004382720,"RT @Eric0Lawton: @TheLabAndField One of my summer jobs included making mill-workers' tea.

1/2 lb Typhoo
1 lb Tate &amp; Lyle sugar
4 pints of‚Ä¶"
982239195207839750,RT @Nuevomedio: This is the tap water we get in #Venezuela https://t.co/8tkcYGX6FK
982239121023221761,"Just how is getting a deal for 500 boreholes mean 'Open for Business""? @edmnangagwa 

Instead of tap water in urban‚Ä¶ https://t.co/NPL5LLEtJH"
982238886821675013,"For the health of the planet, and maybe for your own health too, why not just drink our perfectly fine tap water in‚Ä¶ https://t.co/Rc8HmGna1P"
982238461691228160,@Sebtigerawraw Her fingers tap against the side as she awaits the water humming softly to herself.
982238349418160134,"You have got to be kidding me. 
Toilet-to-tap: Should Florida use treated wastewater to boost drinking water suppli‚Ä¶ https://t.co/Sw4VL9YjKf"
982238272788217858,"@stevenphillips7 Oh, right, you're on the spectrum, I get it now. Ok little man you go ask your little friends if t‚Ä¶ https://t.co/xP8lJve0oE"
982238198913880064,"@sarahwollaston Sugar reduction needs to go along with changing ‚Äòno added sugar' labels, with an implicit health be‚Ä¶ https://t.co/0whaEohHLn"
982238088335249408,"""A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies?"": https://t.co/uSHeXqoVgO #health"
982238048980058116,170 million Americans may have toxic levels of radium in their tap water ‚Äì https://t.co/qDBrPOVr87 https://t.co/w7mw8CPGtx
982237934362308608,"RT @Cde_Chef: I was home last week, saw a glass that was filled with what i thought was gemere, kante it was the tap water Ì†ΩÌ≤îÌ†ΩÌ≤îÌ†ΩÌ≤îÌ†ΩÌ≤îÌ†ΩÌ≤î https://t.‚Ä¶"
982236712746151938,"thing to do from tap pipe filter water when not have directly fresh juice or when not have directly spring water, r‚Ä¶ https://t.co/HbmhAh2Jfj"
982236466066542592,"@MushFrood Are you living in some sort of surreal parallel universe? Yes, tap water. The stuff that comes out when‚Ä¶ https://t.co/Ah9jT8S0Em"
982236390975877122,The brains of people who are not drinking show many parts of the brain get thinner and lose volume over time in peo‚Ä¶ https://t.co/XIrV3xgBfH
982236289100480512,"@Kelly_C6 @brendanjharkin @cmidgley1988 But, but, but pickles are so much better than cucumber. Cucumber is for peo‚Ä¶ https://t.co/5TeaCDExgI"
982236126214701056,"Bristol Water, partnered with Refill Bristol, have been taking its Water Bar to events and festivals round Bristol‚Ä¶ https://t.co/8yhFq9JKw1"
982235578342096902,RT @vonganinkanyani: Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£the Slay Queens and Kings aba nwe tap water banyaka bottle water plus lemon n ice https://t.co/Mmm8ACNEio
982235572595965952,"Municipal tap water is safer:
Microplastics found in some Canadian bottled water | CBC News https://t.co/ja1m13T6td"
982235384145895425,"I was home last week, saw a glass that was filled with what i thought was gemere, kante it was the tap water Ì†ΩÌ≤îÌ†ΩÌ≤îÌ†ΩÌ≤îÌ†ΩÌ≤îÌ†ΩÌ≤î https://t.co/BSmovnCQee"
982235228906246145,"@stevenphillips7 Tap Water! TAP WATER!!! Are you having a giraffe! Tap water! SMH!
Leftism puretist carpetism, yep,‚Ä¶ https://t.co/CfNQ4NYs0o"
982234460409118721,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/WSFA7jDUCD via @flipboard
982234440263917568,"Save #Energy - #SaveMoney
Tankless 3000W Temperature Display Instant Hot Water - #ClimateAction - 5 Trees Planted!‚Ä¶ https://t.co/YYMZOC6Apl"
982233709490257920,"Next, reusable plastic water bottles! For a couple reasons this is huge. 1) Using bottled water is such a waste of‚Ä¶ https://t.co/ONs3p0pdaR"
982233463628574720,Getting a sneak peek at Colorado's ‚Äòwater of the future' ‚Äì News on¬†TAP https://t.co/Im79Lgj3ym
982232361646538752,"maga idiots assume the Western world is the only parts of the globe with drinkable tap water, electricity and indoo‚Ä¶ https://t.co/WzSLIeJBVx"
982232073875243016,RT @greenwestcoast: A tap that drips just once per second wastes 100 000 liters of water annually #SaveWater‚Ä¶ https://t.co/ifONL0wH6c
982232057412595713,"@carolinejmolloy @Hepworthclare Yeah, it's NEVER been mentioned how dangerous Aspartame is, has it. This makes me S‚Ä¶ https://t.co/6OEe0crc1T"
982231434667552768,how do yo sushi get away with charging for tap water i swear that's illegal
982230027558252548,@mtaibbi Why meet the basic needs of America's population when you can go all in on blood and soil against a country with orange tap water?
982230019110977538,RT @CincinnatiWater: Tomorrow (April 6) is National Walk to Work Day.  Years of medical research has shown that walking is one of the best‚Ä¶
982229517581209600,@CBCAlerts Stop bottling our water if your thirsty go to the fucking tap that's why they are there
982229020786941952,"The brains of people who are not drinking, and they show many parts of the brain get thinner and lose volume over t‚Ä¶ https://t.co/1qiDciRDPj"
982228621635960832,Why Tap Water is Better Than Bottled Water https://t.co/1QY9fJJKkL via @NatGeo
982228594083508225,RT @Patti4clarence: Visitors to #StAlbans can now refill their water bottles with tap water for free at a growing network of friendly cafes‚Ä¶
982228506879787009,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies?: Brain scans of‚Ä¶ https://t.co/5YQsUVvKqA
982228237601271808,Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£the Slay Queens and Kings aba nwe tap water banyaka bottle water plus lemon n ice https://t.co/Mmm8ACNEio
982227830640537602,@Veck2z @HayJayHJ Your tap water comes out brown Kale no wonder you're saying this.
982227712986116096,A tap that drips just once per second wastes 100 000 liters of water annually #SaveWater #WaterCrisis #GreyWater‚Ä¶ https://t.co/8mnQeZ72pJ
982226667610374146,LATimes: #A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/lYpzA4mkMI
982226525293457408,@davidcommon Did you also test tap water as a control?
982226005724086272,"@jimzeh I've been known to drink water! Never bottled water though; straight from the tap. Black coffee, tea and re‚Ä¶ https://t.co/fCxF4C91Jn"
982225810772783109,@Liz_Cresswell Have a warm water tap and we will fight over your callouts.
982224952559525889,"Water scarcity in Salala Barkas, Hyderabad: Large number of residents don't even have a water line to their home. T‚Ä¶ https://t.co/tMVzCEte6p"
982224530578919427,https://t.co/eEYHs8c4Xf - Tap water: The real superfood
982224384084459520,"White House has staffer promote agenda. Pretty sure the tap water there is wet, too https://t.co/sQbVVbgdNK"
982224344356044801,New #giveaway! #EntertoWin a TAP renewable water bottle with lid - click here - https://t.co/g7pLw8CyXP  great for‚Ä¶ https://t.co/ca1F09UdIF
982223974087114753,I just drank tap water by mistake and it tasted weird... this is it it's time for me to leave the planet https://t.co/qqhdz9qL9Z
982223863441272833,"RT @AAUniversities: Bacteria in tap water can multiply when plumbing isn't used for a few 
days, such as when a house is vacant over a week‚Ä¶"
982223278637854721,Quality matters: https://t.co/O0Ekn2Sd6C
982223201018101760,"As someone who doesn't like ""soft drinks"", I'm loving how passionate some people are getting over the #sugartax - a‚Ä¶ https://t.co/5PiY07NPgI"
982223198501531648,A few more words on #Alzheimers prevention: Tap water? Caviar? Twinkies? #healthcare https://t.co/igwJuyrXvO
982222921820090369,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/F3yw0LlteP
982222440427274242,"RT @GameTruckQC: It's almost time for #Summer Fun! If you have a cool summer program, plan your summer camp fun with great on-site Field Tr‚Ä¶"
982221389930250241,RT @JamiaStarheart: @LeeCamp They've played everyone for patsies. If you paid as much for gas as you're paying for bottled water there be r‚Ä¶
982221316659888128,RT @davidcommon: @aelan A previous global study has also found it in tap water though found more in bottled water. Our study didn't look at‚Ä¶
